Transition_From*, Transition_To*, First_Variable*, Second_Variable*, Chi_2, Cramer, Contingency, Joint_Entropy, Joint_Uncertainty, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_Infraestructura/Bin_constru_urbana, 757.108132712172, 0.282542109280507, 0.371050333152339, 2.48390997362941, 0.0648697931202195, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_amenazas/Bin_Deslizamientos, 0, 0, 0, 1.93172636878502, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_amenazas/Bin_Inundaciones, 0, 0, 0, 1.36951253398478, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_amenazas/Bin_Mineria, 0, 0, 0, 1.07857045576163, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_amenazas/Bin_incendios_forestales, 6615.39814641521, 0.251711342674091, 0.335359274952237, 2.79878360597479, 0.0478793682523899, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_biofisico/Bin_POMCA, 6646.72103516888, 0.534769928066813, 0.603200288239251, 2.48138643968715, 0.218440571764967, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_biofisico/Bin_clasedesuelos, 18742.5631851195, 0.323052730839803, 0.415551121163808, 2.19222651319316, 0.0847706006187581, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_biofisico/Bin_humendales, 0, 0, 0, 1.21260639853968, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_biofisico/Bin_nacimientos, 0, 0, 0, 1.52816065771287, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_biofisico/Bin_parquesreservas, 0, 0, 0, 0.996683898077224, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_biofisico/Bin_silape, 5719.604175225, 0.39639332252414, 0.368498471882168, 2.30300869004593, 0.0756353544445518, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_biofisico/bin_rnare, 0, 0, 0, 1.22177185975495, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_rural, static_conflictos/Bin_estructuraecologicappal, 0, 0, 0, 1.53127300060616, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_Infraestructura/Dist_linea_altatension, 62916.0980674361, 0.279018858888499, 0.641867801476536, 4.0709234660912, 0.141301600437403, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, dynamic_Infraestructura/Dist_potable, 34790.535591821, 0.17263657201229, 0.528441291802482, 4.30167314226377, 0.0991269051097524, 
